id,true_label,blip2
365,entailment,contradiction
366,entailment,contradiction
367,entailment,contradiction
368,entailment,contradiction
369,entailment,contradiction
370,entailment,contradiction
371,entailment,contradiction
372,entailment,contradiction
373,entailment,contradiction
374,entailment,contradiction
375,entailment,contradiction
376,entailment,contradiction
377,entailment,contradiction
378,entailment,contradiction
379,entailment,contradiction
380,entailment,contradiction
381,entailment,entailment
382,entailment,entailment
383,entailment,entailment
384,entailment,contradiction
385,entailment,contradiction
386,entailment,contradiction
387,entailment,contradiction
388,entailment,entailment
389,entailment,contradiction
390,entailment,entailment
391,entailment,contradiction
392,entailment,entailment
393,entailment,contradiction
394,entailment,contradiction
395,entailment,contradiction
396,entailment,contradiction
397,entailment,entailment
398,entailment,contradiction
399,entailment,contradiction
400,entailment,contradiction
401,entailment,contradiction
402,entailment,contradiction
403,entailment,entailment
404,entailment,entailment
405,entailment,entailment
406,entailment,contradiction
407,entailment,entailment
408,entailment,contradiction
409,entailment,contradiction
410,entailment,contradiction
411,entailment,contradiction
412,entailment,contradiction
413,entailment,contradiction
414,entailment,contradiction
415,entailment,contradiction
416,entailment,contradiction
417,entailment,contradiction
418,entailment,contradiction
419,entailment,contradiction
420,entailment,contradiction
421,entailment,contradiction
422,entailment,contradiction
423,entailment,entailment
424,entailment,entailment
425,entailment,entailment
426,entailment,entailment
427,entailment,entailment
428,entailment,contradiction
429,entailment,contradiction
430,entailment,contradiction
431,entailment,entailment
432,entailment,entailment
433,entailment,contradiction
434,entailment,entailment
435,entailment,contradiction
436,entailment,contradiction
437,entailment,contradiction
438,entailment,contradiction
439,entailment,entailment
440,entailment,contradiction
441,entailment,contradiction
442,entailment,contradiction
443,entailment,contradiction
444,entailment,contradiction
445,entailment,entailment
446,entailment,contradiction
447,entailment,contradiction
448,entailment,entailment
449,entailment,entailment
450,entailment,contradiction
451,entailment,entailment
452,entailment,contradiction
453,entailment,entailment
454,entailment,contradiction
455,entailment,contradiction
456,entailment,contradiction
457,entailment,contradiction
458,entailment,entailment
459,entailment,contradiction
460,entailment,contradiction
461,entailment,contradiction
462,entailment,contradiction
463,entailment,entailment
464,entailment,contradiction
465,entailment,contradiction
466,entailment,contradiction
467,entailment,contradiction
468,entailment,contradiction
469,entailment,contradiction
470,entailment,contradiction
471,entailment,contradiction
472,entailment,contradiction
473,entailment,contradiction
474,entailment,contradiction
475,entailment,entailment
476,entailment,entailment
477,entailment,contradiction
478,entailment,contradiction
479,entailment,contradiction
480,entailment,contradiction
481,entailment,contradiction
482,entailment,contradiction
483,entailment,contradiction
484,entailment,contradiction
485,entailment,contradiction
486,entailment,entailment
487,entailment,contradiction
488,entailment,entailment
489,entailment,entailment
490,entailment,contradiction
491,entailment,contradiction
492,entailment,contradiction
493,entailment,entailment
494,entailment,entailment
495,entailment,contradiction
496,entailment,contradiction
497,entailment,contradiction
498,entailment,contradiction
499,entailment,contradiction
500,contradiction,contradiction
501,contradiction,entailment
502,contradiction,contradiction
503,contradiction,entailment
504,contradiction,contradiction
505,contradiction,contradiction
506,contradiction,contradiction
507,contradiction,contradiction
508,contradiction,contradiction
509,contradiction,contradiction
510,contradiction,contradiction
511,contradiction,contradiction
512,contradiction,contradiction
513,contradiction,contradiction
514,contradiction,contradiction
515,contradiction,contradiction
516,contradiction,contradiction
517,contradiction,contradiction
518,contradiction,contradiction
519,contradiction,contradiction
520,contradiction,contradiction
521,contradiction,contradiction
522,contradiction,contradiction
523,contradiction,contradiction
524,contradiction,contradiction
525,contradiction,contradiction
526,contradiction,entailment
527,contradiction,contradiction
528,contradiction,contradiction
529,contradiction,entailment
530,contradiction,contradiction
531,contradiction,contradiction
532,contradiction,contradiction
533,contradiction,contradiction
534,contradiction,entailment
535,contradiction,contradiction
536,contradiction,contradiction
537,contradiction,contradiction
538,contradiction,contradiction
539,contradiction,entailment
540,contradiction,contradiction
541,contradiction,contradiction
542,contradiction,contradiction
543,contradiction,contradiction
544,contradiction,contradiction
545,contradiction,contradiction
546,contradiction,contradiction
547,contradiction,contradiction
548,contradiction,contradiction
549,contradiction,contradiction
550,contradiction,contradiction
551,contradiction,contradiction
552,contradiction,contradiction
553,contradiction,contradiction
554,contradiction,entailment
555,contradiction,entailment
556,contradiction,entailment
557,contradiction,contradiction
558,contradiction,entailment
559,contradiction,contradiction
560,contradiction,entailment
561,contradiction,entailment
562,contradiction,contradiction
563,contradiction,contradiction
564,contradiction,contradiction
565,contradiction,contradiction
566,contradiction,contradiction
567,contradiction,contradiction
568,contradiction,contradiction
569,contradiction,contradiction
570,contradiction,contradiction
571,contradiction,contradiction
572,contradiction,contradiction
573,contradiction,entailment
574,contradiction,contradiction
575,contradiction,contradiction
576,contradiction,contradiction
577,contradiction,contradiction
578,contradiction,contradiction
579,contradiction,contradiction
580,contradiction,contradiction
581,contradiction,contradiction
582,contradiction,contradiction
583,contradiction,contradiction
584,contradiction,contradiction
585,contradiction,contradiction
586,contradiction,contradiction
587,contradiction,contradiction
588,contradiction,contradiction
589,contradiction,contradiction
590,contradiction,contradiction
591,contradiction,contradiction
592,contradiction,contradiction
593,contradiction,entailment
594,contradiction,contradiction
595,contradiction,contradiction
596,contradiction,contradiction
597,contradiction,contradiction
598,contradiction,contradiction
599,contradiction,contradiction
600,contradiction,contradiction
601,contradiction,contradiction
602,contradiction,entailment
603,contradiction,contradiction
604,contradiction,entailment
605,contradiction,contradiction
606,contradiction,contradiction
607,contradiction,contradiction
608,contradiction,contradiction
609,contradiction,contradiction
610,contradiction,contradiction
611,contradiction,contradiction
612,contradiction,entailment
613,contradiction,contradiction
614,contradiction,contradiction
615,contradiction,contradiction
616,contradiction,entailment
617,contradiction,contradiction
618,contradiction,contradiction
619,contradiction,contradiction
620,contradiction,contradiction
621,contradiction,contradiction
622,contradiction,contradiction
623,contradiction,contradiction
624,contradiction,contradiction
625,contradiction,contradiction
626,contradiction,contradiction
627,contradiction,contradiction
628,contradiction,contradiction
629,contradiction,contradiction
630,contradiction,contradiction
631,contradiction,contradiction
632,contradiction,contradiction
633,contradiction,contradiction
634,contradiction,entailment
635,contradiction,contradiction
636,contradiction,entailment
637,contradiction,entailment
638,contradiction,contradiction
639,contradiction,contradiction
640,contradiction,contradiction
641,contradiction,contradiction
642,contradiction,contradiction
643,contradiction,contradiction
644,contradiction,contradiction
645,contradiction,contradiction
646,contradiction,contradiction
647,contradiction,entailment
648,contradiction,entailment
649,contradiction,contradiction
650,contradiction,contradiction
651,contradiction,contradiction
652,contradiction,contradiction
653,contradiction,entailment
654,contradiction,contradiction
655,contradiction,contradiction
656,contradiction,contradiction
657,contradiction,contradiction
658,contradiction,entailment
659,contradiction,contradiction
660,contradiction,contradiction
661,contradiction,entailment
662,contradiction,contradiction
663,contradiction,contradiction
664,contradiction,contradiction
665,contradiction,contradiction
666,contradiction,contradiction
667,contradiction,contradiction
668,contradiction,contradiction
669,contradiction,contradiction
670,contradiction,contradiction
671,contradiction,contradiction
672,contradiction,contradiction
673,contradiction,contradiction
674,contradiction,contradiction
675,contradiction,contradiction
676,contradiction,contradiction
677,contradiction,contradiction
678,contradiction,contradiction
679,contradiction,entailment
680,contradiction,contradiction
681,contradiction,contradiction
682,contradiction,entailment
683,contradiction,contradiction
684,contradiction,contradiction
685,contradiction,contradiction
686,contradiction,contradiction
687,contradiction,contradiction
688,contradiction,contradiction
689,contradiction,contradiction
690,contradiction,contradiction
691,contradiction,contradiction
692,contradiction,contradiction
693,contradiction,contradiction
694,contradiction,contradiction
695,contradiction,contradiction
696,contradiction,entailment
697,contradiction,contradiction
698,contradiction,contradiction
699,contradiction,contradiction
700,contradiction,contradiction
701,contradiction,contradiction
702,contradiction,contradiction
703,contradiction,contradiction
704,contradiction,contradiction
705,contradiction,contradiction
706,contradiction,contradiction
707,contradiction,entailment
708,contradiction,contradiction
709,contradiction,contradiction
710,contradiction,contradiction
711,contradiction,contradiction
712,contradiction,contradiction
713,contradiction,contradiction
714,contradiction,contradiction
715,contradiction,contradiction
716,contradiction,entailment
717,contradiction,contradiction
718,contradiction,contradiction
719,contradiction,contradiction
720,contradiction,contradiction
721,contradiction,contradiction
722,contradiction,contradiction
723,contradiction,contradiction
724,contradiction,contradiction
725,contradiction,entailment
726,contradiction,contradiction
727,contradiction,entailment
728,contradiction,entailment
729,contradiction,contradiction
730,contradiction,contradiction
731,contradiction,contradiction
732,contradiction,contradiction
733,contradiction,contradiction
734,contradiction,contradiction
735,contradiction,contradiction
736,contradiction,contradiction
737,contradiction,contradiction
738,contradiction,contradiction
739,contradiction,contradiction
740,contradiction,contradiction
741,contradiction,entailment
742,contradiction,entailment
743,contradiction,contradiction
744,contradiction,contradiction
745,contradiction,entailment
746,contradiction,entailment
747,contradiction,contradiction
748,contradiction,contradiction
749,contradiction,contradiction
750,contradiction,contradiction
751,contradiction,contradiction
752,contradiction,contradiction
753,contradiction,contradiction
754,contradiction,contradiction
755,contradiction,contradiction
756,contradiction,contradiction
757,contradiction,contradiction
758,contradiction,entailment
759,contradiction,entailment
760,contradiction,entailment
761,contradiction,contradiction
762,contradiction,contradiction
763,contradiction,contradiction
764,contradiction,contradiction
765,contradiction,contradiction
766,contradiction,contradiction
767,contradiction,contradiction
768,contradiction,contradiction
769,contradiction,entailment
770,contradiction,contradiction
771,contradiction,contradiction
772,contradiction,contradiction
773,contradiction,contradiction
774,contradiction,contradiction
775,contradiction,contradiction
776,contradiction,entailment
777,contradiction,contradiction
778,contradiction,entailment
779,contradiction,contradiction
780,contradiction,contradiction
781,contradiction,contradiction
782,contradiction,contradiction
783,contradiction,entailment
784,contradiction,entailment
785,contradiction,contradiction
786,contradiction,entailment
787,contradiction,entailment
788,contradiction,contradiction
789,contradiction,contradiction
790,contradiction,contradiction
791,contradiction,contradiction
792,contradiction,contradiction
793,contradiction,contradiction
794,contradiction,contradiction
795,contradiction,contradiction
796,contradiction,contradiction
797,contradiction,contradiction
798,contradiction,contradiction
799,contradiction,entailment
800,contradiction,contradiction
801,contradiction,contradiction
802,contradiction,entailment
803,contradiction,contradiction
804,contradiction,contradiction
805,contradiction,contradiction
806,contradiction,entailment
807,contradiction,contradiction
808,contradiction,contradiction
809,contradiction,contradiction
810,contradiction,contradiction
811,contradiction,contradiction
812,contradiction,entailment
813,contradiction,contradiction
814,contradiction,contradiction
815,contradiction,entailment
816,contradiction,contradiction
817,contradiction,entailment
818,contradiction,contradiction
819,contradiction,entailment
820,contradiction,contradiction
821,contradiction,contradiction
822,contradiction,contradiction
823,contradiction,contradiction
824,contradiction,contradiction
825,contradiction,contradiction
826,contradiction,contradiction
827,contradiction,contradiction
828,contradiction,contradiction
829,contradiction,contradiction
830,contradiction,contradiction
831,contradiction,contradiction
832,contradiction,contradiction
833,contradiction,contradiction
834,contradiction,entailment
835,contradiction,entailment
836,contradiction,entailment
837,contradiction,contradiction
838,contradiction,entailment
839,contradiction,contradiction
840,contradiction,contradiction
841,contradiction,entailment
842,contradiction,entailment
843,contradiction,contradiction
844,contradiction,contradiction
845,contradiction,contradiction
846,contradiction,contradiction
847,contradiction,entailment
848,contradiction,contradiction
849,contradiction,contradiction
850,contradiction,contradiction
851,contradiction,contradiction
852,contradiction,contradiction
853,contradiction,contradiction
854,contradiction,contradiction
855,contradiction,contradiction
856,contradiction,contradiction
857,contradiction,contradiction
858,contradiction,contradiction
859,contradiction,contradiction
860,contradiction,contradiction
861,contradiction,contradiction
862,contradiction,entailment
863,contradiction,contradiction
864,contradiction,contradiction
865,contradiction,contradiction
866,contradiction,entailment
867,contradiction,contradiction
868,contradiction,contradiction
869,contradiction,contradiction
870,contradiction,contradiction
871,contradiction,contradiction
872,contradiction,contradiction
873,contradiction,contradiction
874,contradiction,contradiction
875,contradiction,contradiction
876,contradiction,entailment
877,contradiction,entailment
878,contradiction,entailment
879,contradiction,entailment
880,contradiction,entailment
881,contradiction,contradiction
882,contradiction,contradiction
883,contradiction,contradiction
884,contradiction,contradiction
885,contradiction,contradiction
886,contradiction,contradiction
887,contradiction,contradiction
888,contradiction,contradiction
889,contradiction,contradiction
890,contradiction,contradiction
891,contradiction,contradiction
892,contradiction,contradiction
893,contradiction,contradiction
894,contradiction,contradiction
895,contradiction,contradiction
896,contradiction,contradiction
897,contradiction,contradiction
898,contradiction,contradiction
899,contradiction,contradiction
900,contradiction,contradiction
901,contradiction,entailment
902,contradiction,entailment
903,contradiction,contradiction
904,contradiction,contradiction
905,contradiction,contradiction
906,contradiction,contradiction
907,contradiction,contradiction
908,contradiction,contradiction
909,contradiction,contradiction
910,contradiction,contradiction
911,contradiction,contradiction
912,contradiction,contradiction
913,contradiction,contradiction
914,contradiction,contradiction
915,contradiction,contradiction
916,contradiction,contradiction
917,contradiction,contradiction
918,contradiction,contradiction
919,contradiction,contradiction
920,contradiction,entailment
921,contradiction,entailment
922,contradiction,contradiction
923,contradiction,contradiction
924,contradiction,contradiction
925,contradiction,entailment
926,contradiction,contradiction
927,contradiction,contradiction
928,contradiction,contradiction
929,contradiction,entailment
930,contradiction,contradiction
931,contradiction,entailment
932,contradiction,entailment
933,contradiction,contradiction
934,contradiction,entailment
935,contradiction,contradiction
936,contradiction,contradiction
937,contradiction,contradiction
938,contradiction,contradiction
939,contradiction,contradiction
940,contradiction,contradiction
941,contradiction,contradiction
942,contradiction,contradiction
943,contradiction,contradiction
944,contradiction,contradiction
945,contradiction,contradiction
946,contradiction,contradiction
947,contradiction,contradiction
948,contradiction,entailment
949,contradiction,contradiction
950,contradiction,contradiction
951,contradiction,contradiction
952,contradiction,contradiction
953,contradiction,contradiction
954,contradiction,contradiction
955,contradiction,contradiction
956,contradiction,entailment
957,contradiction,contradiction
958,contradiction,contradiction
959,contradiction,contradiction
960,contradiction,contradiction
961,contradiction,contradiction
962,contradiction,contradiction
963,contradiction,contradiction
964,contradiction,contradiction
965,contradiction,contradiction
966,contradiction,contradiction
967,contradiction,contradiction
968,contradiction,contradiction
969,contradiction,contradiction
970,contradiction,contradiction
971,contradiction,contradiction
972,contradiction,contradiction
973,contradiction,contradiction
974,contradiction,contradiction
975,contradiction,contradiction
976,contradiction,contradiction
977,contradiction,contradiction
978,contradiction,contradiction
979,contradiction,contradiction
980,contradiction,contradiction
981,contradiction,contradiction
982,contradiction,contradiction
983,contradiction,entailment
984,contradiction,contradiction
985,contradiction,contradiction
986,contradiction,contradiction
987,contradiction,contradiction
988,contradiction,contradiction
989,contradiction,contradiction
990,contradiction,entailment
991,contradiction,entailment
992,contradiction,contradiction
993,contradiction,contradiction
994,contradiction,contradiction
995,contradiction,contradiction
996,contradiction,contradiction
997,contradiction,contradiction
998,contradiction,entailment
999,contradiction,contradiction
