id,true_label,llava
390,entailment,entailment
391,entailment,entailment
392,entailment,entailment
393,entailment,entailment
394,entailment,contradiction
395,entailment,entailment
396,entailment,contradiction
397,entailment,contradiction
398,entailment,entailment
399,entailment,entailment
400,entailment,entailment
401,entailment,entailment
402,entailment,entailment
403,entailment,entailment
404,entailment,entailment
405,entailment,entailment
406,entailment,entailment
407,entailment,entailment
408,entailment,entailment
409,entailment,entailment
410,entailment,entailment
411,entailment,contradiction
412,entailment,entailment
413,entailment,entailment
414,entailment,entailment
415,entailment,entailment
416,entailment,entailment
417,entailment,entailment
418,entailment,entailment
419,entailment,entailment
420,entailment,entailment
421,entailment,entailment
422,entailment,contradiction
423,entailment,contradiction
424,entailment,entailment
425,entailment,entailment
426,entailment,entailment
427,entailment,entailment
428,entailment,entailment
429,entailment,entailment
430,entailment,entailment
431,entailment,entailment
432,entailment,entailment
433,entailment,entailment
434,entailment,entailment
435,entailment,entailment
436,entailment,contradiction
437,entailment,entailment
438,entailment,entailment
439,entailment,entailment
440,entailment,entailment
441,entailment,entailment
442,entailment,entailment
443,entailment,entailment
444,entailment,entailment
445,entailment,entailment
446,entailment,entailment
447,entailment,entailment
448,entailment,entailment
449,entailment,entailment
450,entailment,entailment
451,entailment,entailment
452,entailment,entailment
453,entailment,entailment
454,entailment,entailment
455,entailment,entailment
456,entailment,entailment
457,entailment,entailment
458,entailment,entailment
459,entailment,entailment
460,entailment,entailment
461,entailment,entailment
462,entailment,entailment
463,entailment,entailment
464,entailment,entailment
465,entailment,entailment
466,entailment,entailment
467,entailment,entailment
468,entailment,entailment
469,entailment,entailment
470,entailment,entailment
471,entailment,entailment
472,entailment,entailment
473,entailment,entailment
474,entailment,entailment
475,entailment,contradiction
476,entailment,entailment
477,entailment,entailment
478,entailment,entailment
479,entailment,entailment
480,entailment,entailment
481,entailment,entailment
482,entailment,entailment
483,entailment,entailment
484,entailment,entailment
485,entailment,entailment
486,entailment,entailment
487,entailment,contradiction
488,entailment,entailment
489,entailment,entailment
490,entailment,entailment
491,entailment,entailment
492,entailment,entailment
493,entailment,entailment
494,entailment,entailment
495,entailment,entailment
496,entailment,entailment
497,entailment,entailment
498,entailment,entailment
499,entailment,entailment
500,contradiction,contradiction
501,contradiction,entailment
502,contradiction,contradiction
503,contradiction,contradiction
504,contradiction,contradiction
505,contradiction,entailment
506,contradiction,entailment
507,contradiction,contradiction
508,contradiction,entailment
509,contradiction,contradiction
510,contradiction,contradiction
511,contradiction,contradiction
512,contradiction,entailment
513,contradiction,contradiction
514,contradiction,contradiction
515,contradiction,contradiction
516,contradiction,contradiction
517,contradiction,contradiction
518,contradiction,contradiction
519,contradiction,contradiction
520,contradiction,contradiction
521,contradiction,contradiction
522,contradiction,contradiction
523,contradiction,contradiction
524,contradiction,contradiction
525,contradiction,contradiction
526,contradiction,contradiction
527,contradiction,entailment
528,contradiction,contradiction
529,contradiction,contradiction
530,contradiction,contradiction
531,contradiction,contradiction
532,contradiction,entailment
533,contradiction,contradiction
534,contradiction,contradiction
535,contradiction,contradiction
536,contradiction,contradiction
537,contradiction,contradiction
538,contradiction,contradiction
539,contradiction,contradiction
540,contradiction,contradiction
541,contradiction,contradiction
542,contradiction,contradiction
543,contradiction,contradiction
544,contradiction,contradiction
545,contradiction,contradiction
546,contradiction,contradiction
547,contradiction,contradiction
548,contradiction,contradiction
549,contradiction,contradiction
550,contradiction,contradiction
551,contradiction,contradiction
552,contradiction,entailment
553,contradiction,entailment
554,contradiction,contradiction
555,contradiction,contradiction
556,contradiction,entailment
557,contradiction,contradiction
558,contradiction,entailment
559,contradiction,contradiction
560,contradiction,entailment
561,contradiction,contradiction
562,contradiction,contradiction
563,contradiction,contradiction
564,contradiction,contradiction
565,contradiction,contradiction
566,contradiction,contradiction
567,contradiction,contradiction
568,contradiction,entailment
569,contradiction,contradiction
570,contradiction,contradiction
571,contradiction,contradiction
572,contradiction,contradiction
573,contradiction,contradiction
574,contradiction,contradiction
575,contradiction,contradiction
576,contradiction,contradiction
577,contradiction,contradiction
578,contradiction,contradiction
579,contradiction,contradiction
580,contradiction,contradiction
581,contradiction,contradiction
582,contradiction,contradiction
583,contradiction,contradiction
584,contradiction,contradiction
585,contradiction,contradiction
586,contradiction,contradiction
587,contradiction,contradiction
588,contradiction,contradiction
589,contradiction,contradiction
590,contradiction,contradiction
591,contradiction,contradiction
592,contradiction,contradiction
593,contradiction,contradiction
594,contradiction,contradiction
595,contradiction,contradiction
596,contradiction,entailment
597,contradiction,contradiction
598,contradiction,contradiction
599,contradiction,contradiction
600,contradiction,contradiction
601,contradiction,contradiction
602,contradiction,contradiction
603,contradiction,entailment
604,contradiction,contradiction
605,contradiction,contradiction
606,contradiction,contradiction
607,contradiction,contradiction
608,contradiction,contradiction
609,contradiction,contradiction
610,contradiction,contradiction
611,contradiction,contradiction
612,contradiction,contradiction
613,contradiction,contradiction
614,contradiction,contradiction
615,contradiction,entailment
616,contradiction,contradiction
617,contradiction,contradiction
618,contradiction,entailment
619,contradiction,contradiction
620,contradiction,contradiction
621,contradiction,contradiction
622,contradiction,entailment
623,contradiction,contradiction
624,contradiction,contradiction
625,contradiction,contradiction
626,contradiction,contradiction
627,contradiction,contradiction
628,contradiction,contradiction
629,contradiction,contradiction
630,contradiction,entailment
631,contradiction,contradiction
632,contradiction,contradiction
633,contradiction,contradiction
634,contradiction,contradiction
635,contradiction,contradiction
636,contradiction,contradiction
637,contradiction,contradiction
638,contradiction,entailment
639,contradiction,entailment
640,contradiction,contradiction
641,contradiction,contradiction
642,contradiction,contradiction
643,contradiction,contradiction
644,contradiction,contradiction
645,contradiction,contradiction
646,contradiction,contradiction
647,contradiction,contradiction
648,contradiction,contradiction
649,contradiction,entailment
650,contradiction,contradiction
651,contradiction,contradiction
652,contradiction,contradiction
653,contradiction,contradiction
654,contradiction,contradiction
655,contradiction,contradiction
656,contradiction,contradiction
657,contradiction,contradiction
658,contradiction,contradiction
659,contradiction,contradiction
660,contradiction,contradiction
661,contradiction,contradiction
662,contradiction,contradiction
663,contradiction,contradiction
664,contradiction,contradiction
665,contradiction,contradiction
666,contradiction,contradiction
667,contradiction,contradiction
668,contradiction,contradiction
669,contradiction,contradiction
670,contradiction,contradiction
671,contradiction,contradiction
672,contradiction,contradiction
673,contradiction,contradiction
674,contradiction,contradiction
675,contradiction,contradiction
676,contradiction,contradiction
677,contradiction,contradiction
678,contradiction,contradiction
679,contradiction,contradiction
680,contradiction,contradiction
681,contradiction,contradiction
682,contradiction,contradiction
683,contradiction,contradiction
684,contradiction,contradiction
685,contradiction,entailment
686,contradiction,contradiction
687,contradiction,contradiction
688,contradiction,contradiction
689,contradiction,contradiction
690,contradiction,contradiction
691,contradiction,contradiction
692,contradiction,contradiction
693,contradiction,contradiction
694,contradiction,contradiction
695,contradiction,contradiction
696,contradiction,contradiction
697,contradiction,contradiction
698,contradiction,contradiction
699,contradiction,contradiction
700,contradiction,contradiction
701,contradiction,contradiction
702,contradiction,contradiction
703,contradiction,contradiction
704,contradiction,contradiction
705,contradiction,contradiction
706,contradiction,contradiction
707,contradiction,contradiction
708,contradiction,contradiction
709,contradiction,contradiction
710,contradiction,entailment
711,contradiction,entailment
712,contradiction,contradiction
713,contradiction,contradiction
714,contradiction,contradiction
715,contradiction,contradiction
716,contradiction,contradiction
717,contradiction,contradiction
718,contradiction,contradiction
719,contradiction,contradiction
720,contradiction,entailment
721,contradiction,contradiction
722,contradiction,entailment
723,contradiction,contradiction
724,contradiction,contradiction
725,contradiction,contradiction
726,contradiction,contradiction
727,contradiction,contradiction
728,contradiction,contradiction
729,contradiction,contradiction
730,contradiction,contradiction
731,contradiction,contradiction
732,contradiction,contradiction
733,contradiction,contradiction
734,contradiction,contradiction
735,contradiction,contradiction
736,contradiction,contradiction
737,contradiction,contradiction
738,contradiction,contradiction
739,contradiction,contradiction
740,contradiction,contradiction
741,contradiction,contradiction
742,contradiction,contradiction
743,contradiction,contradiction
744,contradiction,contradiction
745,contradiction,contradiction
746,contradiction,contradiction
747,contradiction,contradiction
748,contradiction,contradiction
749,contradiction,entailment
750,contradiction,contradiction
751,contradiction,contradiction
752,contradiction,contradiction
753,contradiction,contradiction
754,contradiction,contradiction
755,contradiction,contradiction
756,contradiction,contradiction
757,contradiction,contradiction
758,contradiction,contradiction
759,contradiction,contradiction
760,contradiction,contradiction
761,contradiction,contradiction
762,contradiction,contradiction
763,contradiction,entailment
764,contradiction,contradiction
765,contradiction,contradiction
766,contradiction,contradiction
767,contradiction,contradiction
768,contradiction,contradiction
769,contradiction,contradiction
770,contradiction,contradiction
771,contradiction,contradiction
772,contradiction,contradiction
773,contradiction,contradiction
774,contradiction,contradiction
775,contradiction,contradiction
776,contradiction,contradiction
777,contradiction,contradiction
778,contradiction,contradiction
779,contradiction,contradiction
780,contradiction,contradiction
781,contradiction,contradiction
782,contradiction,contradiction
783,contradiction,contradiction
784,contradiction,contradiction
785,contradiction,contradiction
786,contradiction,contradiction
787,contradiction,contradiction
788,contradiction,contradiction
789,contradiction,contradiction
790,contradiction,contradiction
791,contradiction,contradiction
792,contradiction,contradiction
793,contradiction,contradiction
794,contradiction,contradiction
795,contradiction,contradiction
796,contradiction,contradiction
797,contradiction,entailment
798,contradiction,contradiction
799,contradiction,contradiction
800,contradiction,entailment
801,contradiction,contradiction
802,contradiction,contradiction
803,contradiction,contradiction
804,contradiction,contradiction
805,contradiction,contradiction
806,contradiction,contradiction
807,contradiction,contradiction
808,contradiction,contradiction
809,contradiction,entailment
810,contradiction,contradiction
811,contradiction,contradiction
812,contradiction,contradiction
813,contradiction,contradiction
814,contradiction,contradiction
815,contradiction,contradiction
816,contradiction,contradiction
817,contradiction,contradiction
818,contradiction,contradiction
819,contradiction,contradiction
820,contradiction,contradiction
821,contradiction,contradiction
822,contradiction,contradiction
823,contradiction,contradiction
824,contradiction,contradiction
825,contradiction,contradiction
826,contradiction,contradiction
827,contradiction,contradiction
828,contradiction,contradiction
829,contradiction,contradiction
830,contradiction,contradiction
831,contradiction,contradiction
832,contradiction,contradiction
833,contradiction,contradiction
834,contradiction,contradiction
835,contradiction,contradiction
836,contradiction,contradiction
837,contradiction,entailment
838,contradiction,contradiction
839,contradiction,contradiction
840,contradiction,contradiction
841,contradiction,contradiction
842,contradiction,contradiction
843,contradiction,contradiction
844,contradiction,contradiction
845,contradiction,contradiction
846,contradiction,contradiction
847,contradiction,contradiction
848,contradiction,entailment
849,contradiction,contradiction
850,contradiction,contradiction
851,contradiction,contradiction
852,contradiction,contradiction
853,contradiction,contradiction
854,contradiction,contradiction
855,contradiction,contradiction
856,contradiction,contradiction
857,contradiction,contradiction
858,contradiction,entailment
859,contradiction,entailment
860,contradiction,contradiction
861,contradiction,contradiction
862,contradiction,contradiction
863,contradiction,contradiction
864,contradiction,contradiction
865,contradiction,contradiction
866,contradiction,contradiction
867,contradiction,contradiction
868,contradiction,contradiction
869,contradiction,contradiction
870,contradiction,contradiction
871,contradiction,contradiction
872,contradiction,contradiction
873,contradiction,contradiction
874,contradiction,contradiction
875,contradiction,contradiction
876,contradiction,contradiction
877,contradiction,contradiction
878,contradiction,contradiction
879,contradiction,contradiction
880,contradiction,contradiction
881,contradiction,contradiction
882,contradiction,contradiction
883,contradiction,entailment
884,contradiction,contradiction
885,contradiction,contradiction
886,contradiction,contradiction
887,contradiction,contradiction
888,contradiction,contradiction
889,contradiction,contradiction
890,contradiction,contradiction
891,contradiction,contradiction
892,contradiction,contradiction
893,contradiction,contradiction
894,contradiction,contradiction
895,contradiction,contradiction
896,contradiction,contradiction
897,contradiction,contradiction
898,contradiction,contradiction
899,contradiction,contradiction
900,contradiction,contradiction
901,contradiction,contradiction
902,contradiction,contradiction
903,contradiction,contradiction
904,contradiction,contradiction
905,contradiction,contradiction
906,contradiction,contradiction
907,contradiction,contradiction
908,contradiction,contradiction
909,contradiction,contradiction
910,contradiction,contradiction
911,contradiction,contradiction
912,contradiction,contradiction
913,contradiction,contradiction
914,contradiction,contradiction
915,contradiction,contradiction
916,contradiction,contradiction
917,contradiction,contradiction
918,contradiction,contradiction
919,contradiction,contradiction
920,contradiction,entailment
921,contradiction,contradiction
922,contradiction,contradiction
923,contradiction,contradiction
924,contradiction,contradiction
925,contradiction,contradiction
926,contradiction,contradiction
927,contradiction,contradiction
928,contradiction,contradiction
929,contradiction,contradiction
930,contradiction,contradiction
931,contradiction,contradiction
932,contradiction,contradiction
933,contradiction,contradiction
934,contradiction,contradiction
935,contradiction,contradiction
936,contradiction,contradiction
937,contradiction,contradiction
938,contradiction,contradiction
939,contradiction,contradiction
940,contradiction,entailment
941,contradiction,contradiction
942,contradiction,contradiction
943,contradiction,contradiction
944,contradiction,contradiction
945,contradiction,contradiction
946,contradiction,contradiction
947,contradiction,contradiction
948,contradiction,contradiction
949,contradiction,contradiction
950,contradiction,contradiction
951,contradiction,contradiction
952,contradiction,contradiction
953,contradiction,contradiction
954,contradiction,contradiction
955,contradiction,contradiction
956,contradiction,entailment
957,contradiction,contradiction
958,contradiction,contradiction
959,contradiction,contradiction
960,contradiction,contradiction
961,contradiction,contradiction
962,contradiction,contradiction
963,contradiction,contradiction
964,contradiction,contradiction
965,contradiction,contradiction
966,contradiction,contradiction
967,contradiction,contradiction
968,contradiction,entailment
969,contradiction,contradiction
970,contradiction,contradiction
971,contradiction,entailment
972,contradiction,contradiction
973,contradiction,contradiction
974,contradiction,entailment
975,contradiction,contradiction
976,contradiction,contradiction
977,contradiction,contradiction
978,contradiction,contradiction
979,contradiction,contradiction
980,contradiction,contradiction
981,contradiction,contradiction
982,contradiction,contradiction
983,contradiction,contradiction
984,contradiction,contradiction
985,contradiction,entailment
986,contradiction,contradiction
987,contradiction,contradiction
988,contradiction,contradiction
989,contradiction,contradiction
990,contradiction,contradiction
991,contradiction,contradiction
992,contradiction,contradiction
993,contradiction,contradiction
994,contradiction,contradiction
995,contradiction,entailment
996,contradiction,contradiction
997,contradiction,contradiction
998,contradiction,contradiction
999,contradiction,contradiction
